fire,cso,poidse1,poidse2,poidse3,csa,v_wac,class_1,class_2,class_3,fire_bb,year
,1,1,,,,,closed,Missing,closed,,2024
,1,1,,,,,closed,Missing,closed,,2024
,1,1,,,,,closed,Missing,closed,,2024
,7,1,1,,7,,Other,Other,Missing,,2024
,4L,1,4,,3,,Lande,Lande,Missing,,2024
,1,1,,,,,closed,Missing,closed,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,1,1,2.28571438789368,,1,,closed,closed,closed,1,2024
,3,1,,,,,Opened,Missing,Opened,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,9,1,,,,,Other,Missing,Missing,1,2024
,1,1,2.28571438789368,,1,,closed,closed,closed,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,1,1,4.57142877578735,,1,,closed,closed,closed,,2024
,4L,1,,,,,Lande,Missing,Opened,,2024
,1,1,,,,,closed,Missing,closed,,2024
,1,1,,,,,closed,Missing,closed,,2024
,1,1,4.57142877578735,,1,,closed,closed,closed,,2024
,1,1,,,,,closed,Missing,closed,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,3,1,,,,,Opened,Missing,Lande,,2024
,6H,1,1,,6H,,Other,Other,Lande,1,2024
,3,1,,,,,Opened,Missing,Lande,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
1,4L,1,,,,,Lande,Missing,Opened,1,2024
1,6A,1,1,,6A,,Other,Other,Missing,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,3,1,,,,,Opened,Missing,Lande,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,1,1,,,,,closed,Missing,closed,,2024
,3,1,,,,,Opened,Missing,Opened,,2024
,1,1,,,,,closed,Missing,closed,,2024
,1,1,,,,,closed,Missing,closed,,2024
,1,1,,,,,closed,Missing,closed,,2024
,1,1,1,,1,,closed,closed,closed,,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,1,1,2.28571438789368,,6A,,closed,Other,Missing,1,2024
,6A,1,,,,,Other,Missing,Missing,1,2024
1,4L,1,8,,3,,Lande,Lande,Missing,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,3,1,2.28571438789368,,3,,Opened,Opened,Lande,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,1,1,4.57142877578735,,1,,closed,closed,closed,1,2024
,1,1,,,,,closed,Missing,Opened,1,2024
,1,1,4.57142877578735,,1,,closed,closed,closed,,2024
,1,1,,,,,closed,Missing,closed,,2024
,1,1,4.57142877578735,,1,,closed,closed,closed,,2024
,1,1,,,,,closed,Missing,closed,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,1,1,1,,1,,closed,closed,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,3,1,2.28571438789368,,1,,Opened,closed,Lande,1,2024
1,6A,1,1,,6A,,Other,Other,Missing,1,2024
1,1,1,2.28571438789368,,1,,closed,closed,closed,1,2024
1,3,1,,,,,Opened,Missing,Opened,1,2024
,3,1,,,,,Opened,Missing,Opened,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,1,1,,,,,closed,Missing,closed,,2024
,1,1,,,,,closed,Missing,closed,,2024
,3,1,,,,,Opened,Missing,Opened,,2024
,1,1,,,,,closed,Missing,closed,,2024
,1,1,,,,,closed,Missing,closed,,2024
,1,1,2.28571438789368,,1,,closed,closed,closed,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,1,1,2.28571438789368,,1,,closed,closed,closed,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,1,1,2.28571438789368,,1,,closed,closed,closed,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
1,4L,1,,,,,Lande,Missing,Lande,1,2024
1,1,1,,,,,closed,Missing,closed,1,2024
,1,1,,,,,closed,Missing,Opened,1,2024
,3,1,,,,,Opened,Missing,Lande,1,2024
,1,1,4.57142877578735,,1,,closed,closed,closed,1,2024
,1,1,,,,,closed,Missing,closed,,2024
,1,1,4.57142877578735,,1,,closed,closed,closed,,2024
,1,1,,,,,closed,Missing,Opened,,2024
,3,1,2.28571438789368,,4L,,Opened,Opened,Lande,,2024
,1,1,,,,,closed,Missing,closed,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,4L,1,,,,,Lande,Missing,Lande,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
1,4L,1,,,,,Lande,Missing,Lande,1,2024
1,1,1,,,,,closed,Missing,closed,1,2024
1,3,1,,,,,Opened,Missing,Lande,1,2024
,3,1,,,,,Opened,Missing,Missing,1,2024
,1,1,,,,,closed,Missing,Opened,1,2024
,1,1,,,,,closed,Missing,Opened,,2024
,1,1,,,,,closed,Missing,Opened,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,4L,1,,,,,Lande,Missing,Opened,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,7,1,1,,7,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,3,1,,,,,Opened,Missing,Lande,1,2024
,4L,1,4,,3,,Lande,Lande,Lande,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,1,1,4.57142877578735,,1,,closed,closed,closed,1,2024
1,4L,1,,,,,Lande,Missing,Lande,1,2024
1,4L,1,4,,4L,,Lande,Lande,closed,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,1,1,4.57142877578735,,1,,closed,closed,closed,1,2024
,1,1,,,,,closed,Missing,closed,,2024
,1,1,4.57142877578735,,3,,closed,Other,closed,,2024
,1,1,,,,,closed,Missing,Lande,,2024
,4L,1,8,,4L,,Lande,Lande,Lande,,2024
,1,1,1,,1,,closed,closed,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,3,1,,,,,Opened,Missing,Lande,,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,4L,1,,,,,Lande,Missing,Lande,1,2024
1,1,1,,,,,closed,Missing,closed,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,4L,1,,,,,Lande,Missing,Lande,1,2024
1,6A,1,1,,6A,,Other,Other,Missing,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,6A,1,,,,,Other,Missing,Missing,,2024
,1,1,,,,,closed,Missing,Lande,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,9,1,1,,9,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Lande,,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,1,1,2.28571438789368,,1,,closed,closed,closed,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,1,1,4.57142877578735,,1,,closed,closed,closed,1,2024
,4L,1,,,,,Lande,Missing,Lande,1,2024
1,3,1,4.57142877578735,,4L,,Opened,Opened,Lande,1,2024
,1,1,,,,,closed,Missing,Lande,1,2024
,1,1,4.57142877578735,,3,,closed,Other,closed,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,7,1,1,,7,,Other,Other,Missing,,2024
,7,1,1,,7,,Other,Other,Missing,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,1,1,,,,,closed,Missing,Missing,1,2024
,9,1,1,,9,,Other,Other,Missing,1,2024
,9,1,1,,9,,Other,Other,Missing,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,3,1,,,,,Opened,Missing,Opened,1,2024
,6A,1,,,,,Other,Missing,Missing,1,2024
,3,1,,,,,Opened,Missing,Lande,1,2024
,1,1,,,,,closed,Missing,closed,1,2024
,1,1,,,,,closed,Missing,Lande,,2024
,6A,1,1,,6A,,Other,Other,closed,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,4L,1,,,,,Lande,Missing,Lande,,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,9,1,1,,9,,Other,Other,Missing,1,2024
,9,1,1,,9,,Other,Other,Missing,1,2024
,6A,1,,,,,Other,Missing,Opened,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,6A,1,1,,6A,,Other,Other,Missing,1,2024
,4L,1,,,,,Lande,Missing,Lande,1,2024
,7,1,1,,7,,Other,Other,Lande,,2024
,1,1,,,,,closed,Missing,closed,,2024
,3,1,,,,,Opened,Missing,Lande,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,6A,1,,,,,Other,Missing,Missing,,2024
,1,1,,,,,closed,Missing,closed,,2024
,4L,1,,,,,Lande,Missing,Lande,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
,4L,1,,,,,Lande,Missing,Opened,,2024
,9,1,1,,9,,Other,Other,Missing,,2024
,9,1,1,,9,,Other,Other,Missing,,2024
,4L,1,,,,,Lande,Missing,Opened,1,2024
,4L,1,,,,,Lande,Missing,Lande,1,2024
,9,1,1,,9,,Other,Other,Missing,1,2024
,7,1,1,,7,,Other,Other,Missing,,2024
,4L,1,,,,,Lande,Missing,Lande,,2024
,4L,1,,,,,Lande,Missing,Lande,,2024
,4L,1,,,,,Lande,Missing,Lande,,2024
,1,1,,,,,closed,Missing,closed,,2024
,4L,1,8,,4L,,Lande,Lande,Lande,,2024
,1,1,,,,,closed,Missing,closed,,2024
,9,1,1,,9,,Other,Other,Missing,,2024
,9,1,1,,9,,Other,Other,Missing,,2024
,8,1,1,,8,,Other,Other,Missing,,2024
,8,1,1,,8,,Other,Other,Missing,,2024
,4L,1,4,,4L,,Lande,Lande,Missing,1,2024
,3,1,,,,,Opened,Missing,Lande,,2024
,4L,1,4,,4L,,Lande,Lande,Missing,,2024
,9,1,1,,9,,Other,Other,Missing,,2024
,6H,1,1,,6H,,Other,Other,Lande,,2024
,7,1,1,,7,,Other,Other,Missing,,2024
,6A,1,1,,6A,,Other,Other,Lande,,2024
,9,1,1,,9,,Other,Other,Missing,,2024
,7,1,1,,7,,Other,Other,Missing,,2024
,1,1,4.57142877578735,,1,,closed,closed,closed,,2024
,6H,1,1,,6H,,Other,Other,Lande,,2024
,1,1,4.57142877578735,,1,,closed,closed,closed,,2024
,6A,1,1,,6A,,Other,Other,Missing,,2024
